pick,year,name,university,link,g,mp,fg,fga,fg3,fg3a,ft,fta,orb,trb,ast,stl,blk,tov,pf,pts,fg_pct,fg3_pct,ft_pct,mp_per_g,pts_per_g,trb_per_g,ast_per_g
24,2010,Damion James,University of Texas at Austin,/players/j/jamesda01.html,142,1029,705,1473,103,283,404,631,107,1318,163,137,163,207,100,1917,.479,.364,.640,30.3,13.5,9.3,1.1
25,2010,Dominique Jones,University of South Florida,/players/j/jonesdo02.html,95,1224,592,1339,160,495,453,615,37,517,328,144,39,249,93,1797,.442,.323,.737,37.1,18.9,5.4,3.5
26,2010,Quincy Pondexter,University of Washington,/players/p/pondequ01.html,136,1162,652,1297,54,165,428,557,107,757,230,107,45,193,90,1786,.503,.327,.768,32.3,13.1,5.6,1.7
27,2010,Jordan Crawford,Xavier University,/players/c/crawfjo02.html,65,1147,367,806,109,284,166,217,34,267,170,75,13,143,57,1009,.455,.384,.765,32.8,15.5,4.1,2.6
28,2010,Greivis Vasquez,University of Maryland,/players/v/vasqugr01.html,136,1120,751,1769,230,699,439,530,38,647,772,191,39,358,69,2171,.425,.329,.828,33.9,16.0,4.8,5.7
29,2010,Daniel Orton,University of Kentucky,/players/o/ortonda01.html,38,502,48,91,0,2,33,63,45,126,15,21,53,38,88,129,.527,.000,.524,13.2,3.4,3.3,0.4
30,2010,Lazar Hayward,Marquette University,/players/h/haywala01.html,138,1097,667,1476,169,473,356,451,72,910,122,158,43,195,115,1859,.452,.357,.789,32.3,13.5,6.6,0.9
32,2010,Dexter Pittman,University of Texas at Austin,/players/p/pittmde01.html,134,648,337,541,0,0,208,346,101,529,38,33,124,132,90,882,.623,,.601,19.1,6.6,3.9,0.3
33,2010,Hassan Whiteside,Marshall University,/players/w/whiteha01.html,34,889,167,319,3,5,110,187,92,303,10,19,182,64,82,447,.524,.600,.588,26.1,13.1,8.9,0.3
34,2010,Armon Johnson,University of Nevada, Reno,/players/j/johnsar02.html,101,1172,546,1168,70,242,279,372,26,370,445,83,25,276,61,1441,.467,.289,.750,34.5,14.3,3.7,4.4
37,2010,Darington Hobson,University of New Mexico,/players/h/hobsoda01.html,35,1175,193,439,39,108,130,199,74,324,160,44,15,104,68,555,.440,.361,.653,33.6,15.9,9.3,4.6
38,2010,Andy Rautins,Syracuse University,/players/r/rautian01.html,127,1137,360,908,282,754,119,156,18,327,347,172,22,171,76,1121,.396,.374,.763,32.5,8.8,2.6,2.7
39,2010,Landry Fields,Stanford University,/players/f/fieldla01.html,129,1161,499,1078,103,301,292,432,81,647,210,111,54,173,65,1393,.463,.342,.676,36.3,10.8,5.0,1.6
40,2010,Lance Stephenson,University of Cincinnati,/players/s/stephla01.html,34,960,162,368,16,73,79,119,63,182,84,31,6,81,66,419,.440,.219,.664,28.2,12.3,5.4,2.5
41,2010,Jarvis Varnado,Mississippi State University,/players/v/varnaja01.html,141,1141,548,930,1,4,306,514,107,1096,89,76,564,172,88,1403,.589,.250,.595,31.7,10.0,7.8,0.6
43,2010,Devin Ebanks,West Virginia University,/players/e/ebankde01.html,69,1161,276,596,8,70,215,292,99,548,176,65,48,142,54,775,.463,.114,.736,34.1,11.2,7.9,2.6
44,2010,Jerome Jordan,University of Tulsa,/players/j/jordaje01.html,133,1043,547,964,0,0,414,595,84,983,113,48,333,252,98,1508,.567,,.696,29.8,11.3,7.4,0.8
46,2010,Gani Lawal,Georgia Institute of Technology,/players/l/lawalga01.html,99,930,446,814,0,3,275,498,105,712,43,59,127,211,76,1167,.548,.000,.552,25.8,11.8,7.2,0.4
50,2010,Solomon Alabi,Florida State University,/players/a/alabiso01.html,77,820,270,506,0,1,164,220,79,415,28,39,159,128,75,704,.534,.000,.745,25.6,9.1,5.4,0.4
52,2010,Luke Harangody,University of Notre Dame,/players/h/haranlu01.html,129,989,936,1968,42,129,562,719,67,1222,210,99,95,192,70,2476,.476,.326,.782,33.0,19.2,9.5,1.6
54,2010,Willie Warren,University of Oklahoma,/players/w/warrewi01.html,57,678,278,606,97,277,215,273,14,149,199,62,3,160,48,868,.459,.350,.788,32.3,15.2,2.6,3.5
55,2010,Jeremy Evans,Western Kentucky University,/players/e/evansje01.html,134,901,427,668,12,33,199,291,101,788,72,84,224,106,98,1065,.639,.364,.684,26.5,7.9,5.9,0.5
56,2010,Hamady N'Diaye,Rutgers University,/players/n/ndiayha01.html,124,907,267,495,0,2,184,311,76,681,48,47,358,144,92,718,.539,.000,.592,28.3,5.8,5.5,0.4
57,2010,Ryan Reid,Florida State University,/players/r/reidry01.html,126,2539,236,477,1,1,151,250,213,490,85,68,71,206,244,624,.495,1.000,.604,20.2,5.0,3.9,0.7
58,2010,Derrick Caracter,University of Texas at El Paso,/players/c/caracde01.html,79,720,314,558,5,16,177,282,72,440,51,53,61,140,82,810,.563,.313,.628,26.7,10.3,5.6,0.6
60,2010,Dwayne Collins,University of Miami,/players/c/collidw01.html,126,716,463,820,0,0,319,567,85,879,109,86,93,176,68,1245,.565,,.563,24.7,9.9,7.0,0.9
